or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
aiguille, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
or, or, or
